Number	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	COL2215_B1_1	COL2215_B1_2	COL2215_B1_3	COL2215_Coinoculation_1	COL2215_Coinoculation_2	COL2215_Coinoculation_3	COL2215_DAOM197198_1	COL2215_DAOM197198_2	COL2215_DAOM197198_3
49	Rhiir2_1|1587390	208.305176058128	7.12291996418725	0.551772391903158	12.9091633954701	3.99619130960065e-38	1.49873485094962e-35	3.21266972697455	3.15388286487995	3.63260022716661	112.739722706915	144.956731118811	212.723607687566	428.314157538147	669.642076188061	296.371136464629
50	Rhiir2_1|1848411	275.830558260118	-5.39066878522981	0.418186141405232	-12.8905964389818	5.08490199425026e-38	1.86890487896674e-35	632.895936213987	661.526930908569	516.737382314451	198.148603545487	286.618991075831	146.730145236638	8.18434695932764	7.99572628284252	23.6369618039275
51	Rhiir2_1|1739749	2579.80677310421	13.3435588449116	1.03644998453365	12.874291132259	6.28131177415838e-38	2.2633660092884e-35	0	0	1.81630011358331	1685.97130775341	2299.54087093023	1948.21125852474	5772.6927219791	5990.79791741976	5519.23058121706
52	Rhiir2_1|1781739	199.740502099011	-3.32746081136598	0.25860451878187	-12.8669863428514	6.90438726976077e-38	2.44003701646911e-35	361.425344284637	405.273948137073	370.525223170995	199.002692353873	191.079327383887	159.36719123788	28.6452143576468	35.9807682727913	46.3648096923193
53	Rhiir2_1|1664456	178.580729597588	3.37229723554168	0.263617537701471	12.7923857606188	1.80835954437281e-37	6.27023082017721e-35	42.5678738824128	22.0771800541596	34.5097021580828	161.422784784901	158.134615765976	164.28159801614	383.300249261845	311.833325030858	329.099237423913
54	Rhiir2_1|1447967	25494.1305649418	4.45059620055536	0.349205719432641	12.7449121044933	3.32765640412623e-37	1.13245077293755e-34	2090.64482482869	3795.69802788302	1949.79817193168	12741.2968434982	21408.5717663729	16105.9151285824	43311.5641087619	83323.4635935019	44720.2226191152
55	Rhiir2_1|1532997	289.292962038744	3.98561351768787	0.314785628817258	12.6613579300395	9.68101350283093e-37	3.2346906389368e-34	46.583711041131	29.9618872163595	25.4282015901663	279.287040342131	247.085337134337	350.326997478863	489.696759733104	711.619639172984	423.647084639623
56	Rhiir2_1|1676931	5121.13785916826	14.1631616086643	1.12492776097164	12.590285438801	2.38808251821834e-36	7.83674864951757e-34	0	0	1.81630011358331	2746.74960776848	2580.66907673641	10026.0918857628	8893.65702913604	11733.7283200714	10107.5285129256
57	Rhiir2_1|1778605	298.585163632082	-4.91500151586762	0.390735956268114	-12.5788308882817	2.76085459233411e-36	8.90109207777612e-34	550.169690744392	448.639837529173	768.294948045739	285.265662000831	393.140225307078	183.939225129183	21.8249252248737	15.991452565685	20.0005061417848
58	Rhiir2_1|1695250	742.902970330432	10.4075306358891	0.831216891843103	12.5208363040023	5.74268515939303e-36	1.81954008920976e-33	0	3.15388286487995	0	422.773960150932	669.875802897535	1108.54975755336	1055.78075775327	2116.86853338256	1309.12403837137
59	Rhiir2_1|1706973	197.356411275451	4.5664048109782	0.366839386350527	12.4479676416612	1.43451622509176e-35	4.46815333364598e-33	20.079185793591	18.1348264730597	14.5304009086665	120.426521982387	150.447516388463	195.172154908064	286.452143576468	593.682676501057	377.282274947304
60	Rhiir2_1|1773707	182.184468587308	3.88382869112488	0.315495838213401	12.3102374760895	7.97880742148507e-35	2.44377573307719e-32	20.8823532253346	25.2310629190396	21.7956013629997	141.77874219203	169.116186305279	256.953268691912	286.452143576468	363.805545869335	353.645313143376
61	Rhiir2_1|1737445	1403.30401736095	3.19646963239654	0.260284772207621	12.2806632339091	1.15051189771337e-34	3.46605854824239e-32	275.486429088068	234.175802717336	330.566620672162	1006.97070508676	1461.64703878134	1617.54188815892	2177.03629118115	3266.25418654117	2260.05719402168
62	Rhiir2_1|1476493	286.442561915641	-4.36790738031535	0.357463035308084	-12.2191861783717	2.45530278366851e-34	7.27759665410908e-32	656.990959166296	406.850889569513	786.457949181572	280.995217958902	197.668269707469	158.665133126699	27.2811565310921	33.9818367020807	29.0916452971415
63	Rhiir2_1|1740240	1938.19711826457	14.6844466325871	1.20643211543625	12.1717968584392	4.39303955348487e-34	1.28144266467288e-31	0	0	0	1220.49290718319	2135.9154698946	2004.37590741915	3573.83150557307	4161.77553021953	4347.38274409158
64	Rhiir2_1|1709706	1785.913478761	14.7610702949331	1.22905395438403	12.0101076460317	3.14435493796689e-33	9.02872042109648e-31	0	0	0	941.205866841064	1739.48077342573	649.40375284158	3954.40363918181	4619.53085991226	4169.19641664659
65	Rhiir2_1|1516853	1364.42361594699	-1.81195448738132	0.152067327238142	-11.9154753377347	9.83039433121807e-33	2.77927933268914e-30	2093.85749455567	2434.0091009711	1995.20567477126	1371.66662626747	1314.49399355467	1213.85847423037	656.111814572766	589.684813359636	610.924551239971
66	Rhiir2_1|1486711	229.314555895168	-6.47532082575524	0.547078856902461	-11.8361745186393	2.53766057124003e-32	7.06584671479971e-30	449.773761776438	395.023828826214	613.001288334366	240.853043964773	208.649840246773	136.901331680117	0	15.991452565685	3.63645566214269
67	Rhiir2_1|1500798	433.579246485033	10.2635182780896	0.867270705797667	11.8342729778354	2.59582979987971e-32	7.11993496005812e-30	0.803167431743639	1.57694143243997	0	261.35117536603	326.152645017325	251.336803802471	923.467148577469	1269.32154740125	868.203789336567
68	Rhiir2_1|1657206	142.394727047774	6.19573067936321	0.523659201550496	11.8316085366558	2.67957037340357e-32	7.24153893412316e-30	6.42533945394911	0	3.63260022716661	129.821498874629	181.195913898514	228.870944244708	278.26779661714	227.878199061012	225.460251052847
69	Rhiir2_1|1695635	1867.8904003008	14.5493849476379	1.2308185370555	11.8209017085853	3.04399558928527e-32	8.1071749194631e-30	0	0	0	1413.51697787837	1491.29727923746	2900.20205728494	2603.98639089275	4907.3770060946	3494.63389131912
70	Rhiir2_1|1676924	2054.0727071562	14.8089465379005	1.25475670403372	11.8022453996806	3.80033407898046e-32	9.97696276706055e-30	0	0	0	1026.61474767964	1050.93630061138	3236.4878925402	3898.47726829307	4719.4774384478	4554.66071683372
71	Rhiir2_1|1760464	297.489157795145	8.42159371573667	0.714575904113569	11.7854431800127	4.63973204732082e-32	1.20090642019176e-29	1.60633486348728	1.57694143243997	1.81630011358331	180.212738569387	336.036058502698	447.913074932895	864.812662035621	409.780971995679	433.647337710516
72	Rhiir2_1|1485379	1366.36491085279	14.4224786546379	1.22767014509198	11.747845064325	7.2442714043212e-32	1.84899966107237e-29	0	0	0	566.260879959733	711.60577094689	937.247578425415	2657.18464612837	5071.28939489287	2353.69592732185
73	Rhiir2_1|1660456	1364.4462059445	2.26790550242525	0.193306478925431	11.7321753261054	8.7188724276382e-32	2.19488655620147e-29	494.751137954081	541.679382043131	464.064679020535	950.600843733307	1191.50040351447	1408.32857102725	2164.75977074216	2560.63134208032	2503.69972338524
74	Rhiir2_1|1881959	232.547775693334	-6.1245392447589	0.524139884439962	-11.6849326421761	1.52200174823787e-31	3.77970623342801e-29	492.34163565885	417.101008880373	607.552387993616	270.746152258273	184.490385060305	96.8840193428519	8.18434695932764	11.9935894242638	3.63645566214269
75	Rhiir2_1|1478085	103.011308283497	5.3486590817198	0.458887086850454	11.655719315246	2.14560849718552e-31	5.25731298037044e-29	4.81900459046183	6.3077657297599	1.81630011358331	109.323367473372	133.975160579507	135.497215457757	214.157078769073	133.928415237612	187.277466600348
76	Rhiir2_1|1734856	232.972839984176	3.65631873906788	0.314614526986915	11.6215826843239	3.20149785794943e-31	7.74130607046536e-29	48.1900459046183	22.0771800541596	43.5912027259994	184.483182611316	175.705128628862	193.065980574524	597.457328030918	355.809819586492	476.375691740692
77	Rhiir2_1|1696169	1062.41553740258	12.1024623528394	1.04592111499531	11.5711043398274	5.77347127397913e-31	1.37791015067421e-28	1.60633486348728	0	0	708.039622151762	837.893832148884	713.291040958968	2198.86121640603	3068.35996104082	2033.6878290533
78	Rhiir2_1|1885091	232.907737651212	-4.77673565286683	0.415014702231062	-11.5097986340912	1.17753027589912e-30	2.77429152310232e-28	457.00226866213	503.832787664572	465.880979134118	270.746152258273	244.889023026476	101.096368009932	16.3686939186553	19.9893157071063	16.3640504796421
79	Rhiir2_1|1489497	226.975317991139	2.52916459128488	0.220617971160865	11.4640007700947	2.00055258839701e-30	4.65369049581922e-28	81.1199106061075	71.7508351760188	76.2846047704989	145.195097425572	195.471955599609	154.452784459619	469.235892334785	373.800203722888	475.466577825156
80	Rhiir2_1|1562316	739.102394959019	-5.74188177512142	0.501807171498265	-11.4424067674794	2.56665027168271e-30	5.89591650533914e-28	1394.29866150696	1541.46025021007	1712.77100710906	842.985653876706	618.262421362807	450.721307377615	8.18434695932764	65.9647418334508	17.2731643951778
81	Rhiir2_1|1782831	1857.89515262586	-3.06817110544869	0.268322342857098	-11.434646376365	2.80677893832989e-30	6.36792303082573e-28	3030.35071996875	3655.35024039586	3790.61833704836	2117.2861559882	1528.6346190711	1350.05774779931	280.995912270249	467.749987546287	500.01265354462
82	Rhiir2_1|1844953	223.9060558139	-5.89526362006495	0.516556796992815	-11.412614555427	3.61691356280187e-30	8.10585616385487e-28	542.138016426956	458.889956840032	359.627422489495	260.497086557645	198.7664267614	167.791888572041	2.72811565310921	21.9882472778169	2.72734174660702
83	Rhiir2_1|1572285	2006.00777275349	14.4544595544966	1.27420276734419	11.3439241578669	7.94979425289019e-30	1.76016107211281e-27	0	0	0	1377.64524792617	1799.8794113919	4571.80242000472	1902.86066804368	5137.25413672632	3264.6280706886
84	Rhiir2_1|1792193	1333.32207326441	12.2471971315424	1.07983748894943	11.341703966453	8.15410980987885e-30	1.78390566638266e-27	0	1.57694143243997	0	972.807152751335	1677.98397840563	1303.01985435024	3431.96949161139	1515.19013059866	3097.35111023003
85	Rhiir2_1|1782209	113.621483153953	6.30373083689159	0.556882421833098	11.3196800433052	1.04853908225001e-29	2.26694149582452e-27	1.60633486348728	4.73082429731992	1.81630011358331	80.2843479882577	124.091747094134	155.856900681979	186.875922237981	241.870720055986	225.460251052847
86	Rhiir2_1|1701817	147.726845926835	-3.98620343169072	0.352294657785635	-11.314969851505	1.10640337355921e-29	2.36422962742996e-27	239.343894659604	307.503579325795	277.893917378246	199.002692353873	127.386218255925	127.774576234776	20.4608673983191	11.9935894242638	18.1822783107134
87	Rhiir2_1|1738104	967.855749425526	13.614204036863	1.20446539775573	11.3031092983079	1.26652760899226e-29	2.67528481269548e-27	0	0	0	725.121398319477	1026.77684542491	1201.22142822913	1770.54705886788	2228.80870134235	1758.22631264599
88	Rhiir2_1|1580400	1015.58226724038	13.5910000921655	1.20264921307771	11.3008847005226	1.2990266479459e-29	2.71275144423884e-27	0	0	0	983.056218451964	1020.18790310133	1475.72614970054	1619.13664012032	1892.98819746297	2149.14529632633
89	Rhiir2_1|1788278	594.925347772311	2.51472653107858	0.222613855151193	11.2963612681279	1.3676830744281e-29	2.82403504031069e-27	187.138011596268	173.463557568397	194.344112153414	476.581555079232	444.753606841806	708.376634180707	975.301345986544	1063.43159561805	1130.93771092638
90	Rhiir2_1|1851280	299.165134463544	3.15829534458823	0.279926003460507	11.2826079233251	1.59933214453467e-29	3.26565853556819e-27	61.8438922442602	67.8084815949189	63.5705039754158	167.401406443601	296.502404561204	306.799394585698	570.176171499826	665.64421304664	492.739742220334
91	Rhiir2_1|1628892	1889.00795930577	12.7421048621575	1.13281166361989	11.2482112176001	2.36336414749308e-29	4.77269702620663e-27	0	1.57694143243997	0	884.836005487606	1108.04046741576	3689.31537425135	3362.40254245711	4597.54261263445	3357.35769007324
92	Rhiir2_1|1870260	950.717657545959	13.6084631143819	1.21076856919249	11.2395245967261	2.60782908853106e-29	5.15312636128337e-27	0	0	0	595.299899444847	1143.18149314153	1086.78595610677	1913.77313065611	1861.0052923316	1956.41314623277
93	Rhiir2_1|1706311	147.976915057218	-3.20099220079377	0.284796227416086	-11.2395877917201	2.60596301883439e-29	5.15312636128337e-27	282.714935973761	268.080043514796	238.843464936205	174.234116910687	153.741987550254	126.370460012416	24.5530408779829	35.9807682727913	27.2734174660702
94	Rhiir2_1|1731446	154.260819653763	3.71680079589305	0.331327743425754	11.2178978960931	3.33094050356396e-29	6.51198868446754e-27	26.5045252475401	19.7117679054997	18.1630011358331	127.259232449472	151.545673442393	197.980387352784	369.659670996299	223.88033591959	253.642782434452
95	Rhiir2_1|1526379	203.858449761385	5.20197483562052	0.465002083008422	11.1869925441308	4.72178404824513e-29	9.13391846890535e-27	8.83484174918002	4.73082429731992	16.3467010222498	228.895800647373	171.31250041314	319.436440586939	223.705483554956	347.81409330365	513.649362277655
96	Rhiir2_1|1695656	780.322188013415	13.4576536689621	1.20323972490594	11.1845157622385	4.85548694838643e-29	9.29471704692682e-27	0	0	0	573.947679235204	476.600161405787	809.473002190639	1634.14127621242	1765.05657693749	1763.6809961392
97	Rhiir2_1|1482221	933.769133770659	13.6936821249332	1.22698414186831	11.1604393713533	6.3676092480762e-29	1.20636654795769e-26	0	0	0	508.182840989504	622.655049578529	1190.69055656143	1800.55633105208	2432.69972155484	1849.13770419956
98	Rhiir2_1|1546150	1360.82505784492	2.31830528725832	0.208683731384287	11.1091807295184	1.13193240852483e-28	2.12260427259805e-26	557.398197630085	507.775141245672	408.667525556244	1055.65376716475	1229.93590040203	1139.44031444528	2863.15737793812	1928.96896573576	2556.42833048631
99	Rhiir2_1|1508545	182.087055400973	-5.00226730058338	0.451174186426138	-11.087219639509	1.44715960156343e-28	2.68630828261931e-26	307.613126357814	395.812299542433	336.923671069704	232.312155880916	150.447516388463	178.322760239742	6.82028913277304	25.9861104192382	4.54556957767836
100	Rhiir2_1|1140040	781.122703671364	13.3372711046039	1.20859793553798	11.0353250758013	2.58116403536728e-28	4.74340514779445e-26	0	0	0	555.157725450718	695.133415137934	1031.32336532355	1480.00274181175	1551.17089887145	1717.31618644688
