number	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	COL2215_Coinoculation_1	COL2215_Coinoculation_2	COL2215_Coinoculation_3	COL2215_DAOM197198_1	COL2215_DAOM197198_2	COL2215_DAOM197198_3
58 Rhiir2_1|383949 336.352761660099 -1.58916450639737 0.226009010891075 -7.03142100455131 2.04440602575379e-12 6.1719912949912e-10 509.32837484349 438.913942123379 567.600761879098 159.864977234116 157.306018865796 185.102495014711
59 Rhiir2_1|1465041 45.664495970575 -5.78191692626267 0.823192115432378 -7.02377588155803 2.15951112156954e-12 6.4089897862174e-10 86.6096612448368 73.492567053217 107.747941238066 2.47852677882351 3.65827950850689 0
60 Rhiir2_1|1781739 101.5397874296 -2.31216076532052 0.330973155714244 -6.98594651983436 2.82941848658882e-12 8.1218225737984e-10 185.13808321144 177.607037045274 145.587992030006 26.0245311776469 32.924515576562 41.9565655366679
61 Rhiir2_1|1699162 197.326674464089 -1.7460060241039 0.24989303212803 -6.98701364033775 2.80798951155758e-12 8.1218225737984e-10 312.271530910283 319.488520661902 282.838345749923 94.1840175952934 73.1655901701378 102.012041696996
62 Rhiir2_1|1854124 80.1385187206063 -7.62095580508416 1.09361643345734 -6.96858201096283 3.20151334993791e-12 9.04169334796982e-10 158.122225575436 88.8035185226372 230.247088717058 0 3.65827950850689 0
63 Rhiir2_1|311817 85.6880096468227 -2.46383388854858 0.355983330850313 -6.92120578416802 4.47815404464875e-12 1.24464249717142e-09 148.587216998023 173.524116653429 112.878795582736 23.5460043988234 29.2662360680551 26.3256881798701
64 Rhiir2_1|1841439 61.723372085803 -2.96932285201818 0.429581137101868 -6.91213509059188 4.77412878013809e-12 1.3061717959409e-09 96.14466982225 125.549802049246 106.465227651899 7.43558033647053 18.2913975425344 16.4535551124188
65 Rhiir2_1|1788337 69.1414657543051 -9.25076672629904 1.34395788786217 -6.88322663220811 5.85118260111734e-12 1.57621857454715e-09 73.1017324268347 282.742237135293 59.0048249637028 0 0 0
66 Rhiir2_1|1769998 51.6256394703539 -5.87931919066042 0.857869005925031 -6.85339970328082 7.21152192506066e-12 1.91323861981534e-09 130.311783891314 99.0108195022507 73.1146744115448 0 7.31655901701378 0
67 Rhiir2_1|1706311 83.3921952567143 -2.41921107000904 0.353256171022536 -6.84831934572125 7.47226165172157e-12 1.95282539584544e-09 162.095145816025 142.902213714589 115.444222755071 22.3067410094116 32.924515576562 24.6803326686282
68 Rhiir2_1|1782831 959.956498508632 -2.02523337246182 0.297478165666553 -6.80800679244449 9.89601933516189e-12 2.54822497880419e-09 1969.77385528395 1420.8562963622 1233.32911310001 255.288258218822 428.018702495306 452.472765591517
69 Rhiir2_1|327591 38.2816741816632 -4.39843677815149 0.646971342191808 -6.79850325866131 1.05711622582898e-11 2.6826239296037e-09 72.307148378717 79.6169476409851 67.3424632737913 0 5.48741926276033 4.93606653372564
70 Rhiir2_1|1425292 1475.73382189553 1.75943562233189 0.259233572825201 6.78706698039557 1.14436089186271e-11 2.86253703093086e-09 786.638207636591 725.739099650518 507.313223329227 1763.47180313293 2557.13737644632 2514.10322117759
71 Rhiir2_1|1700210 42.5163328937484 -3.59496938211145 0.532758155042608 -6.74784486747827 1.50057258029447e-11 3.70070787055721e-09 64.3613078975393 76.5547573471011 94.9208053763915 3.71779016823527 7.31655901701378 8.22677755620939
72 Rhiir2_1|1427614 61.4439976866776 -7.23879010295338 1.07906713153266 -6.70837790478494 1.96799732093533e-11 4.78606015133023e-09 161.300561767907 118.404691363516 85.3004534801356 0 3.65827950850689 0
73 Rhiir2_1|1817579 118.140226634431 3.01676157141122 0.450224178888316 6.700576541358 2.07598824845045e-11 4.97952797676266e-09 19.0700171548265 45.9328544082606 14.109849447842 174.736137907058 270.71268362951 184.27981725909
74 Rhiir2_1|1477472 48.3270330393395 -6.02095851892881 0.898912244447204 -6.69804928803863 2.11220032436534e-11 4.99792265941042e-09 137.463040324374 90.8449787185599 58.3634681706191 0 0 3.29071102248376
75 Rhiir2_1|1762116 1417.41136110961 2.22588337536061 0.333292074816086 6.67847675822737 2.4143850562882e-11 5.63678431141419e-09 293.201513755457 597.127107307388 608.006239843372 1839.06686988705 2094.36501862019 3072.70141724421
76 Rhiir2_1|1791345 48.2780148652937 -8.73374040703218 1.31383463221593 -6.64751879184504 2.98074940292307e-11 6.86748974278722e-09 142.230544613081 110.238850579826 37.1986939988561 0 0 0
77 Rhiir2_1|1488605 36.7872196272447 3.95858066344136 0.595914479987882 6.64286704951666 3.07639321012586e-11 6.99579806614334e-09 3.17833619247108 8.16584078369078 2.5654271723349 53.2883257447055 95.1152672211791 58.4101206490867
78 Rhiir2_1|828992 44.8394150718909 -3.05873809714565 0.462273487681373 -6.61672836244053 3.67235396487853e-11 8.24396383654142e-09 91.3771655335434 70.430376759333 78.8868855492983 11.1533705047058 7.31655901701378 9.87213306745127
79 Rhiir2_1|1871247 48.2912121311427 -3.18915395266689 0.48519570989675 -6.57292281777501 4.9337036301286e-11 1.09353355143737e-08 98.5284219666033 88.8035185226372 75.6801015838797 9.91410711529404 3.65827950850689 13.162844089935
80 Rhiir2_1|1492018 36.5713910481558 -8.33832462753728 1.27043270957235 -6.56337369520668 5.26037944475042e-11 1.15136555096975e-08 96.9392538703678 50.015774800106 72.4733176184611 0 0 0
81 Rhiir2_1|1477112 35.1525420902145 -8.27601857707285 1.2626722182041 -6.55436815489918 5.58779583503638e-11 1.20792969224058e-08 83.4313250523657 75.5340272491397 51.9499002397818 0 0 0
82 Rhiir2_1|865762 35.935376415522 -4.37049723533661 0.669172033490927 -6.5312012705263 6.52442494146209e-11 1.39320342347562e-08 73.1017324268347 76.5547573471011 54.5153274121167 2.47852677882351 7.31655901701378 1.64535551124188
83 Rhiir2_1|1447119 73.554733442068 -2.56651840528149 0.39419031402132 -6.51086116018234 7.47211841964326e-11 1.57634690997534e-08 111.241766736488 120.446151559439 144.946635236922 12.3926338941176 29.2662360680551 23.0349771573863
84 Rhiir2_1|1790148 38.2033740516093 -8.3974782823104 1.29458535622284 -6.48661615238054 8.77856085281588e-11 1.82991191110483e-08 117.59843912143 67.3681864654489 44.2536187227771 0 0 0
85 Rhiir2_1|1781786 34.8127010564069 -8.26576806999176 1.27913156956543 -6.46201553199096 1.03317491197197e-10 2.12834031866227e-08 100.117590062839 51.0365048980674 57.7221113775354 0 0 0
86 Rhiir2_1|1788280 191.854805772419 1.62881688617065 0.254265242429774 6.40597539249006 1.49411062786355e-10 3.04207873184777e-08 80.2529888598947 90.8449787185599 109.030654824233 286.269842954116 325.586876257113 259.143493020596
87 Rhiir2_1|1485379 1871.49649909425 2.16627730327704 0.338867582220889 6.39269560422265 1.62986523712175e-10 3.28033796574734e-08 526.809223902081 661.433103478953 856.211318766775 2414.0850825741 4640.52755654099 2129.91270930261
88 Rhiir2_1|1878015 177.999876089881 -1.85088095090293 0.289669227648213 -6.38963608916971 1.662809960327e-10 3.3086139096961e-08 266.98024016757 292.949538114907 279.631561784505 81.7913837011759 51.2159131190965 95.430619652029
89 Rhiir2_1|1465045 522.887727291461 1.8033524151117 0.282464964791812 6.38434014795726 1.72138087199773e-10 3.38667180546969e-08 215.332277039915 313.364140074134 171.242263753355 687.791181123524 931.032134915003 818.564366842834
90 Rhiir2_1|1874934 36.9907237665685 -5.44462354828245 0.860083299948144 -6.33034445455541 2.44614501011624e-10 4.75911101412614e-08 92.1717495816612 75.5340272491397 48.1017594812795 2.47852677882351 3.65827950850689 0
91 Rhiir2_1|1599177 1890.72878944381 2.04899296654289 0.323857865911732 6.3268278532452 2.5025226898998e-10 4.79709237028437e-08 905.825814854257 619.583169462538 681.120914254917 2476.04825204469 4541.7540098113 2120.04057623516
92 Rhiir2_1|1639469 53.0964941821873 -7.00872334752944 1.10797151226582 -6.32572522843705 2.52045972624878e-10 4.79709237028437e-08 152.560137238612 102.073009796135 60.2875385498703 0 3.65827950850689 0
93 Rhiir2_1|1554097 44.2023498027758 -4.65206667511044 0.73729260246052 -6.30966140116609 2.79646597632699e-10 5.18725047122326e-08 54.0317152720083 55.1194252899128 146.22934882309 1.23926338941176 3.65827950850689 4.93606653372564
94 Rhiir2_1|1583755 727.051032487276 1.50219435859504 0.2379939835875 6.31190056131293 2.75629317217983e-10 5.18725047122326e-08 449.734571234657 279.680046841409 407.261563608166 1104.18367996587 1102.97127181483 1018.47506145872
95 Rhiir2_1|1776352 1100.62451372814 -1.87057568065977 0.296508445530797 -6.30867588716113 2.81432778278818e-10 5.18725047122326e-08 1487.46133807646 1295.30649431295 2403.16390368472 581.214529634113 400.581606181504 436.019210479098
96 Rhiir2_1|1662554 164.967585899295 -3.35326351820966 0.532434448142877 -6.29798377979822 3.01542056596479e-10 5.50000146979619e-08 242.34813467592 437.893212025418 224.474877579304 17.3496874517646 10.9748385255207 56.7647651378448
97 Rhiir2_1|1777098 44.6611597926242 -5.62933538358401 0.897190317547884 -6.27440496568173 3.50973923017339e-10 6.33562205364289e-08 107.268846495899 102.073009796135 51.3085434466981 0 7.31655901701378 0
98 Rhiir2_1|1842544 136.515237106083 -2.83261221878441 0.451925334877685 -6.26787657202503 3.66004704437309e-10 6.53953303540539e-08 266.98024016757 187.814338024888 266.80442592283 32.2208481247056 10.9748385255207 54.296731870982
99 Rhiir2_1|1880949 144.098875547706 -2.46486009220961 0.393907472434514 -6.25745959317741 3.91298992188094e-10 6.92085389213488e-08 236.786046339095 250.07887400053 248.846435716486 39.6564284611762 20.1205372967879 69.1049314721589
100 Rhiir2_1|1665293 758.247446842953 -1.3763255383394 0.220211258352698 -6.25002349396249 4.10390947357752e-10 7.18594548823425e-08 1068.7155447184 941.113150320362 1275.01730465045 368.061226655291 424.360422986799 472.217031726419
101 Rhiir2_1|1453101 51.4836294728755 -6.9605123431243 1.11521883738475 -6.24138699041984 4.33707731256507e-10 7.51903205376379e-08 159.711393671672 82.6791379348691 62.8529657222052 0 3.65827950850689 0
102 Rhiir2_1|475518 68.3817424196644 -2.95410167007566 0.473444601030441 -6.23959310898494 4.38710558560257e-10 7.53119792195108e-08 166.862650104731 128.61199234313 68.6251768599587 16.1104240623528 12.8039782797741 17.2762328680397
103 Rhiir2_1|1678232 171.34504393792 -2.28851107873404 0.367000519829937 -6.23571617771685 4.49715830560813e-10 7.64516911953383e-08 302.73652233287 303.15683909452 246.922365337235 28.5030579564704 76.8238696786447 69.9276092277798
104 Rhiir2_1|1657893 3899.72623390433 1.90919908766614 0.307352776217992 6.2117515617039 5.23972235254441e-10 8.82187869163968e-08 1203.0002488503 1703.59853349749 2013.21897348982 4097.00476539526 6283.09505586058 8098.43982633253
105 Rhiir2_1|777327 85.2597528505946 -2.63993487492314 0.426495599391111 -6.1898291065419 6.02294769404821e-10 1.0043982297408e-07 146.203464853669 142.902213714589 153.925630340094 12.3926338941176 18.2913975425344 37.8431767585632
106 Rhiir2_1|1589982 44.5381574179367 -3.63613578789806 0.589150398465475 -6.17182946386675 6.75042900868041e-10 1.11509445228296e-07 79.4584048117769 60.2230757797195 107.106584444982 1.23926338941176 10.9748385255207 8.22677755620939
107 Rhiir2_1|1475466 1416.20149846647 1.91486922575875 0.31063465746879 6.16437728282506 7.07610481649429e-10 1.1579681807179e-07 478.339596966897 888.035185226372 416.240558711338 2026.19564168822 2513.23802234423 2175.15998586176
108 Rhiir2_1|1516853 882.557195561287 -1.09411511529969 0.17822467309124 -6.13896547724103 8.30606138920693e-10 1.34665865671309e-07 1276.10198127714 1221.81392725973 1108.90589524176 596.085690307054 539.596227504766 552.839451777271
109 Rhiir2_1|1789929 118.144170946607 2.75696784492919 0.450867882183909 6.11480203818249 9.66768993722674e-10 1.55303899817285e-07 15.8916809623554 51.0365048980674 25.654271723349 175.975401296469 157.306018865796 283.001147933603
110 Rhiir2_1|1788336 39.7409633404962 -6.601277094885 1.08105702497709 -6.10631718990485 1.01956291760512e-09 1.62295878975143e-07 88.9934133891901 81.6584078369078 64.1356793083726 0 3.65827950850689 0
111 Rhiir2_1|1528288 305.660879274118 1.28972367408436 0.211436069660516 6.09982807642593 1.06182609604973e-09 1.67500675151628e-07 175.603074634027 174.54484675139 181.503972442695 477.116404923526 442.651820529334 382.545156363737
112 Rhiir2_1|1769330 43.9612149407854 -4.24627929165327 0.696952756677366 -6.0926357647208 1.11066578363565e-09 1.73640695280896e-07 103.29592625531 33.6840932327245 112.878795582736 2.47852677882351 7.31655901701378 4.1133887781047
113 Rhiir2_1|1436195 418.081627011045 1.63816201008304 0.269855899609008 6.07050656463897 1.27507404062882e-09 1.97580057092129e-07 226.456453713564 225.581351649458 157.773771098597 544.036627951761 799.334072608755 555.307485044134
114 Rhiir2_1|1847653 318.539547081417 -1.65081870807433 0.272209098695651 -6.06452435272952 1.32344726044915e-09 2.03276855530391e-07 568.922178452323 441.976132417263 441.894830434687 166.061294181175 109.748385255207 182.634461747849
115 Rhiir2_1|1846292 29.9917620256232 -4.68878793185568 0.773527944486528 -6.0615624364652 1.34805537871283e-09 2.05256084184883e-07 74.6909005230703 57.1608854858355 42.3295483435259 2.47852677882351 0 3.29071102248376
116 Rhiir2_1|1868750 84.2061256987939 2.09159149050956 0.345595929737054 6.05212998920717 1.42943047866625e-09 2.15770066219362e-07 27.0158576360041 28.5804427429177 39.764121171191 167.300557570587 129.868922551995 112.706852520069
117 Rhiir2_1|1627270 123.177261878525 -3.26446298184283 0.543619734258108 -6.00504870614738 1.91274476340919e-09 2.86257784677734e-07 228.0456218098 209.249670082076 234.09522947556 4.95705355764702 18.2913975425344 44.4245988035307
118 Rhiir2_1|1639346 276.896203808027 1.51632134632259 0.252725176789512 5.9998824240036 1.97460455011295e-09 2.93011234512524e-07 123.955111506372 166.3790059677 139.815780892252 348.233012424703 493.86773364843 389.126578408704
119 Rhiir2_1|1066075 59.495750687735 -2.28632424293066 0.381938548338665 -5.98610497127244 2.14925687554321e-09 3.16247797401359e-07 104.885094351545 81.6584078369078 109.672011617317 23.5460043988234 18.2913975425344 18.9215883792816
120 Rhiir2_1|1695656 1068.70075245027 1.44997875841661 0.242501935586745 5.97924612398789 2.24172636265182e-09 3.27105238416945e-07 533.960480335141 442.996862515225 739.484382425536 1484.63754051528 1615.13040300579 1595.99484590462
