"Gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"COL2215_B1_1"	"COL2215_B1_2"	"COL2215_B1_3"	"COL2215_Coinoculation_1"	"COL2215_Coinoculation_2"	"COL2215_Coinoculation_3"	"COL2215_DAOM197198_1"	"COL2215_DAOM197198_2"	"COL2215_DAOM197198_3"
"25"	"cds-GBC36643.1"	372.171716385598	7.19912800352793	0.474862581347513	15.1604449082912	6.46300459253763e-52	5.22495143279112e-49	1.5881169252112	3.17067782023942	9.04962715616806	402.533853500843	424.076320104295	543.77939401164	461.130380799621	663.710578141806	840.506499010562
"26"	"cds-GBC18298.1"	297.754626758992	-5.6349075295552	0.373189100014506	-15.0993357773209	1.63572822956753e-51	1.2715270479919e-48	664.626933200886	665.842342250278	534.832964929532	302.111361746964	196.89257719128	274.643010393221	10.9792947809434	20.8059742364202	9.05718210140692
"27"	"cds-GBC12436.1"	1190.95915487244	6.46111360885576	0.429959064354354	15.0272761862994	4.86606839599088e-51	3.64252253153228e-48	27.7920461911959	14.2680501910774	48.8679866433075	731.649582778262	616.641587906756	1306.44720232164	2619.93421710261	3495.4036717186	1857.62804899856
"28"	"cds-GBC24701.1"	357.169577491055	4.40249540371344	0.295321528034548	14.9074652058499	2.94730589477596e-50	2.12742855140418e-47	37.3207477424631	30.1214392922745	28.9588068997378	275.950880701836	324.548204161451	472.881574286072	583.275035237616	809.352397796747	652.117111301298
"29"	"cds-GBC46830.1"	149.67092450524	6.58159348567454	0.445571206743087	14.7711373312985	2.24885727112595e-49	1.56729842436988e-46	4.76435077563359	3.17067782023942	3.61985086246722	87.7641944739784	71.4006049155191	68.1445063381676	387.020141028253	351.620964595502	369.533029737402
"30"	"cds-GBC53924.1"	1975.85397720382	11.8785397736389	0.805167849843571	14.7528739205704	2.94837115629833e-49	1.98631764799818e-46	0	3.17067782023942	0	1110.55461468996	1686.56883429234	2571.59470383226	4049.98736232048	5209.81594879963	3150.99365307947
"31"	"cds-GBC51842.1"	357.307224978971	8.34905404958072	0.566013617935202	14.7506239868182	3.04833175235382e-49	1.98741396925236e-46	4.76435077563359	1.58533891011971	0	280.17031312847	367.821298049644	408.867038029005	735.612750323205	780.224033865759	636.719901728906
"32"	"cds-GBC38268.1"	327.408841015581	-6.10056684956289	0.416251266714116	-14.6559718549825	1.23378557923798e-48	7.79251260686835e-46	821.850508796794	516.027815243965	914.012342772974	231.22489697952	257.474908634751	175.523728446795	13.7241184761792	4.16119484728405	12.6800549419697
"33"	"cds-GBC40327.1"	288.681281502366	5.53947927857279	0.380595251368132	14.5547777032423	5.44626882521547e-48	3.3355920977706e-45	14.2930523269008	4.75601673035912	16.2893288811025	306.330794173598	250.983944551522	379.268919114448	632.681861751861	405.716497610195	587.811118381309
"34"	"cds-GBC29225.1"	315.823999433144	3.97139505686108	0.273249638650593	14.5339444050989	7.38430593887226e-48	4.38953550972198e-45	42.0850985180967	34.0847865675737	43.4382103496067	220.254372670273	253.147599245931	375.827277380197	650.523215770894	611.695642550755	611.359791844967
"35"	"cds-GBC46719.1"	258.133272918362	-6.83565123257251	0.472388595381538	-14.4703985223257	1.86389099730352e-47	1.07631716990004e-44	692.418979392082	536.637221075521	542.977629370083	168.777297065343	197.974404538485	169.328773325144	5.48964739047168	4.16119484728405	5.43430926084415
"36"	"cds-GBC45890.1"	229.086172271098	4.15977279301888	0.288513533292942	14.4179468655817	3.99037160563389e-47	2.24026112559629e-44	31.7623385042239	20.6094058315562	28.9588068997378	175.528388947957	168.765066163954	187.913638690098	601.116389256649	366.185146560996	480.936369584707
"37"	"cds-GBC29586.1"	371.643890289015	5.51986573723121	0.385765133182094	14.3088767294727	1.92599034372858e-46	1.05205921181347e-43	22.2336369529568	12.6827112809577	12.6694780186353	254.853718568668	329.957340897475	517.622916831333	694.440394894667	948.752425180763	551.582389975681
"38"	"cds-GBC27732.1"	371.511743254357	-6.06566871144571	0.426740187627082	-14.2139617671686	7.50563346344162e-46	3.99200941920049e-43	879.022718104397	642.062258598482	990.029210884785	251.478172627361	344.021096411138	203.056862320802	6.8620592380896	6.24179227092607	20.8315188332359
"39"	"cds-GBC26156.1"	331.066153168238	7.39976948385569	0.522898406478155	14.1514477615162	1.82951600764637e-45	9.2514773420979e-43	1.5881169252112	9.51203346071825	1.80992543123361	178.060048403937	259.63856332916	308.371099388879	627.192214361389	1038.21811439737	555.205262816244
"40"	"cds-GBC43910.1"	214.494307412058	5.61934473672363	0.397087785298327	14.1513915682445	1.83097864372825e-45	9.2514773420979e-43	5.55840923823919	11.8900418258978	9.95458987178486	222.786032126253	204.465368621714	128.717400860983	510.537207313866	501.423979097728	335.115737752056
"41"	"cds-GBC14391.1"	343.810152279241	8.45871127308958	0.600525160830698	14.085523513101	4.66191196953182e-45	2.29809519063921e-42	3.17623385042239	1.58533891011971	1.80992543123361	173.840615977303	292.093383745306	291.851219064475	581.902623389998	1036.13751697373	711.894513170584
"42"	"cds-GBC27163.1"	510.099448151642	3.01706093234094	0.215594198718911	13.9941656606194	1.69203724168243e-44	8.14232492658179e-42	133.401821717741	169.631263382809	109.500488589633	284.389745555103	287.766074356486	259.499786762517	984.019294742048	1229.63307737244	1133.053480886
"43"	"cds-GBC13853.1"	621.400483923089	4.77464148767073	0.343152130329106	13.9140662862607	5.20350242559945e-44	2.44576715171606e-41	43.6732154433079	30.1214392922745	58.8225765150924	443.884291281852	605.823314434708	788.824285490303	827.564344113606	1531.31970380053	1262.57118493612
"44"	"cds-GBC14590.1"	315.846117151495	5.70483719767226	0.4115517264516	13.8617744283553	1.07971726911609e-43	4.95958311956938e-41	7.94058462605598	6.34135564047883	16.2893288811025	313.925772541538	445.712867048392	483.894827835675	543.475091656696	341.217977477292	683.817248656222
"45"	"cds-GBC22135.1"	893.265397513659	-4.34108705789089	0.314720110608251	-13.7934847871685	2.78952511666456e-43	1.25286871406461e-40	1960.53034417322	1293.63655065768	2319.41944012587	911.397404152853	679.387574044636	596.092348372254	100.186064876108	114.432858300311	64.3059929199891
"46"	"cds-GBC52968.1"	1186.57113034206	11.0887851917973	0.80938956771253	13.7001829948662	1.01268750265694e-42	4.44944067743466e-40	0	1.58533891011971	1.80992543123361	690.299144997253	1072.09090107999	1681.58615135498	1786.88022559853	3260.29616284705	2184.59232285935
"47"	"cds-GBC29274.1"	167.116168967285	5.17146517319985	0.378955196729483	13.6466400720492	2.11403225455335e-42	9.09078848867614e-40	11.910876939084	7.13402509553869	11.7645153030185	134.177951166948	83.3007057347723	150.743907960189	446.033850475824	312.089613546304	346.890074483885
"48"	"cds-GBC25477.1"	479.60439937545	-4.44435188237335	0.327751569422956	-13.5601238773567	6.9019429711291e-42	2.90614936228105e-39	913.961290459044	891.753136942336	1094.09992318072	540.931237094425	411.094391937837	332.462591528636	23.3310014095046	49.9343381674086	58.8716836591449
"49"	"cds-GBC11394.1"	272.386975408783	-3.06961318168412	0.226756846416543	-13.5370253652469	9.45403519652637e-42	3.89950010932642e-39	472.464785250331	428.041505732321	480.535201992524	270.887561789876	308.320793953378	326.267636406984	46.6620028190093	60.3373252856187	57.9659654490043
"50"	"cds-GBC29227.1"	222.765466148029	5.93210257645788	0.440853597794396	13.4559468407117	2.84076937113824e-41	1.1482957952015e-38	6.35246770084479	7.13402509553869	7.23970172493445	212.659394302332	195.810749844075	315.942711204231	532.495796875753	251.752288260685	475.502060323863
"51"	"cds-GBC29287.1"	1447.16531757624	-3.80399260892138	0.282906596051766	-13.4461078745062	3.24508881431466e-41	1.28600960835517e-38	3221.49518279091	2270.99798874648	2452.44895932154	1237.13758748896	1927.81633271902	1340.1752913173	175.668716495094	253.832885684327	144.914913622511
"52"	"cds-GBC29313.1"	224.043784854123	-6.23769567439293	0.464383922752064	-13.4321955795254	3.91625645094714e-41	1.52214344480947e-38	578.074560776876	453.406928294237	480.535201992524	209.283848361025	134.1465910534	143.172296144837	2.74482369523584	4.16119484728405	10.8686185216883
"53"	"cds-GBC36457.1"	579.777321219872	-4.86669718919557	0.363887575807443	-13.3741779405265	8.55947803132448e-41	3.26406812247357e-38	1001.30772134566	1181.87015749424	1342.96466997534	659.919231525491	485.740478894971	419.191963231758	28.8206487999763	72.8209098274709	25.3601098839394
"54"	"cds-GBC18649.1"	4811.71640391909	13.944156710114	1.04459335089336	13.3488851888523	1.20234802882397e-40	4.50012148343727e-38	0	0	1.80992543123361	5337.58201969147	4734.07647136836	7088.40531586313	8407.39497850738	9776.72729369387	7959.4516307164
"55"	"cds-GBC45086.1"	210.358384202073	4.81383999893925	0.362045332005572	13.2962355080583	2.43418861431593e-40	8.94497928798896e-38	12.7049354016896	16.6460585562569	16.2893288811025	122.363540372374	192.565267802461	248.486533212914	345.847785599716	518.068758486864	420.253249505281
"56"	"cds-GBC46709.1"	466.962719587154	-5.73498301865015	0.432917785255396	-13.2472797699148	4.67855897731067e-40	1.68854206232903e-37	979.868142855308	625.416200042225	1177.35649301746	607.598269435235	492.2314429782	267.071398577869	24.7034132571226	16.6447793891362	11.774336731829
"57"	"cds-GBC29273.1"	146.897900141606	4.02099819293533	0.304735725011224	13.1950338044128	9.37128267992578e-40	3.32285954814e-37	26.2039292659847	15.0607196461372	18.0992543123361	85.2325350179982	91.955324512411	117.01581896453	317.027136799739	366.185146560996	285.301236194318
"58"	"cds-GBC17007.1"	196.151258159119	6.84536231637691	0.523865310174085	13.067027312998	5.08126667514389e-39	1.7706462201954e-36	3.17623385042239	3.17067782023942	3.61985086246722	151.899567358809	227.183742913015	234.03163792906	248.406544418843	426.522471846615	467.350596432597
"59"	"cds-GBC29038.1"	3682.49521914861	15.7089964428604	1.21415248158395	12.9382401972831	2.73830223151921e-38	9.38030955953132e-36	0	0	0	2345.16054272294	2166.90017645129	4125.84011101996	7551.00998559379	9187.91822280318	7765.62793374629
"60"	"cds-GBC11425.1"	2575.38444441544	13.3575023958374	1.03853529048717	12.8618666290787	7.37733550932669e-38	2.4850554663167e-35	0	0	1.80992543123361	1648.9541923284	2239.38260871401	1888.77298375689	5755.89528890956	6193.93853018231	5449.70647041654
"61"	"cds-GBC45087.1"	210.418046267384	7.15671702005746	0.558031990085778	12.8249224904783	1.18905423822419e-37	3.93966806700805e-35	3.17623385042239	3.17067782023942	3.61985086246722	111.393016063126	140.637555136629	208.563489095604	430.937320152027	697.000136920078	295.264136505865
"62"	"cds-GBC46151.1"	274.146711749168	-5.37502123652618	0.419706531332739	-12.8066180420359	1.50554540780235e-37	4.90783519953119e-35	625.718068533212	665.049672795218	514.923785185962	197.469437566451	280.193282926052	143.860624491687	8.23447108570752	8.3223896945681	23.548673463658
"63"	"cds-GBC39483.1"	246.450118029687	3.52989401510026	0.277214720441976	12.7334291969503	3.85527213483749e-37	1.23680801773334e-34	38.1148062050687	33.2921171125139	52.4878375057747	166.245637609363	239.083843732269	261.564771803067	503.675148075777	495.182186826802	428.404713396547
"64"	"cds-GBC20422.1"	395.384249155871	-4.32899750396741	0.343023397725806	-12.6201230955906	1.63565412210358e-36	5.1653446034118e-34	737.680311760601	749.865304486622	575.556287132288	425.318788604665	508.458853186273	455.673365614817	52.1516502094809	37.4507536255564	16.3029277825324
"65"	"cds-GBC24959.1"	131.597410405399	6.29660572593938	0.499283324329102	12.6112878582522	1.82978294624845e-36	5.68949894255807e-34	5.55840923823919	3.17067782023942	0.904962715616806	101.266378239206	136.310245747809	159.003848122391	247.034132571226	282.961249615315	248.166789578549
"66"	"cds-GBC42009.1"	5147.24686518888	14.1908085692557	1.12548159283347	12.6086545169784	1.89195368555682e-36	5.79367817254378e-34	0	0	1.80992543123361	2714.78282329604	2545.53974797298	9832.08210640793	8948.12524646884	12213.1068767787	10069.7750603442
"67"	"cds-GBC18459.1"	180.850375352735	-4.9017384804504	0.391674760705129	-12.5148183447558	6.1949440002182e-36	1.86874646549866e-33	433.555920582657	284.568334366488	397.278632155778	136.709610622928	144.964864525448	190.666952077499	8.23447108570752	20.8059742364202	10.8686185216883
"68"	"cds-GBC14895.1"	747.752104510513	10.4365832921796	0.834759659914005	12.502500771605	7.23392905026299e-36	2.15007264757155e-33	0	3.17067782023942	0	417.723810236724	659.91468179495	1085.49380298273	1059.50194636103	2203.3526716369	1300.61134976203
"69"	"cds-GBC20665.1"	198.200944421976	-3.30754675245305	0.265908343984392	-12.438672299231	1.61160447366071e-35	4.72059971263139e-33	355.738191247308	407.432099900765	369.224787971657	196.625551081125	186.074303719232	156.25053473499	28.8206487999763	37.4507536255564	46.1916287171753
"70"	"cds-GBC43959.1"	249.30933465626	-4.19201831761356	0.338527824159982	-12.3830835117189	3.22701833175915e-35	9.31732392902631e-33	432.761862120051	367.005957692712	558.361995535569	339.24236710134	274.784146190028	198.238563892851	23.3310014095046	22.8865716600623	27.1715463042207
"71"	"cds-GBC29284.1"	345.423814749529	-3.35464758083952	0.272270687771577	-12.3210016043076	6.98216601890695e-35	1.98755714659336e-32	717.828850195461	481.943028676391	580.986063425989	330.803502248072	428.403629493115	393.035486051451	71.3654160761318	58.2567278619767	46.1916287171753
"72"	"cds-GBC15150.1"	234.650440408512	-4.47815969095188	0.36603716610769	-12.2341666519033	2.04189709688203e-34	5.73177530903927e-32	396.235172840194	526.332518159743	418.997737330581	286.921405011083	206.629023316124	212.005130829855	10.9792947809434	37.4507536255564	16.3029277825324
"73"	"cds-GBC31740.1"	278.748378855821	-4.80282687904697	0.392645507893104	-12.2319669587421	2.0979607621424e-34	5.80847739228219e-32	512.167708380611	416.151463906423	723.970172493444	266.668129363242	359.166679272005	172.082086712544	21.9585895618867	16.6447793891362	19.9258006230952
"74"	"cds-GBC26551.1"	295.655333818569	-6.62966632172577	0.542740866681208	-12.2151596253758	2.57994604901679e-34	7.04639048603763e-32	565.369625375186	512.857137423726	819.896220348826	320.676864424152	259.63856332916	160.380504816091	0	16.6447793891362	5.43430926084415
"75"	"cds-GBC34806.1"	788.094557347936	10.8363606973098	0.889522613206814	12.1822205938572	3.86610139850284e-34	1.04183700486855e-31	0.794058462605598	1.58533891011971	0	583.12556136076	799.470409584373	1180.48311484805	1191.25348373235	1683.2033157264	1652.93573350676
"76"	"cds-GBC29222.1"	209.190443052014	5.0586851769836	0.415496780691256	12.1750285731878	4.2224619808455e-34	1.12289709335353e-31	15.881169252112	8.7193640056584	9.95458987178486	153.587340329462	246.656635162702	296.669517492426	477.599322971036	243.429898566117	430.216149816828
"77"	"cds-GBC47228.1"	235.030559734537	4.49224598827519	0.369604253812455	12.1542053207933	5.44890490105294e-34	1.43023138902832e-31	21.4395784903512	22.9874141967358	15.3843661654857	172.15284300665	205.547195968919	323.514323019583	532.495796875753	520.149355910506	301.60416397685
"78"	"cds-GBC13850.1"	1797.08849043449	14.7838378600792	1.23077401439818	12.0118215749852	3.07985352161874e-33	7.98037429813286e-31	0	0	0	926.587360888733	1707.12355388923	635.327064142714	3970.38747515864	4791.61586664758	4142.75509318352
"79"	"cds-GBC51914.1"	114.297529135699	4.96256358475407	0.415312069949802	11.9489991835631	6.57117850232245e-33	1.68114036342328e-30	8.73464308866158	7.92669455059854	7.23970172493445	50.6331891196029	101.691770637255	104.625908721227	219.585895618867	274.638859920747	253.601098839394
"80"	"cds-GBC30211.1"	195.667505898824	5.49863423185478	0.461918261362161	11.9039117778971	1.12926854169569e-32	2.85295581202644e-30	7.94058462605598	8.7193640056584	7.23970172493445	129.114632254987	189.319785760846	334.527576569186	252.523779961697	449.409043506677	382.213084679372
"81"	"cds-GBC19381.1"	212.919607786356	-4.35314574250964	0.367607759458511	-11.8418222426041	2.37241579541837e-32	5.91961674582724e-30	461.347966773853	439.931547558219	462.435947680188	213.503280787659	151.455828608677	123.210774086182	10.9792947809434	20.8059742364202	32.6058555650649
"82"	"cds-GBC44513.1"	1878.21354325148	14.579126739476	1.23317550248799	11.8224264997658	2.989237153311e-32	7.36774050067909e-30	0	0	0	1393.25658727441	1470.20336485137	2840.73108745068	2614.44456971214	5103.70548019389	3481.58079978082
"83"	"cds-GBC42008.1"	2056.62335818268	14.8298131129272	1.25525082351775	11.8142229704879	3.29581911460418e-32	8.02551808738132e-30	0	0	0	1007.6004634801	1028.8178071918	3151.16717188011	3911.37376571107	4895.64573782968	4515.00527755135
"84"	"cds-GBC43328.1"	2346.15099198236	5.03510215261645	0.427926283941557	11.7662839174985	5.82336230217433e-32	1.40114256534816e-29	136.578055568163	115.729740438739	117.645153030185	1342.6233981548	2928.50662888349	4338.53357019667	2979.5061211785	6443.61022101935	2712.62603937137
"85"	"cds-GBC47741.1"	293.700454767695	8.41767092596825	0.71558554174929	11.7633328719733	6.03058265306189e-32	1.43393065883569e-29	1.5881169252112	1.58533891011971	1.80992543123361	176.372275433284	326.71185885586	437.088500249863	860.502228456436	411.958289881121	425.687558766125
"86"	"cds-GBC17317.1"	265.96141775728	8.54184766566625	0.732857831905998	11.6555316649217	2.15034059643534e-31	5.05355044122728e-29	1.5881169252112	1.58533891011971	1.80992543123361	119.831880916394	214.201814746557	207.186832401903	772.667870208889	249.671690837043	825.10928943817
"87"	"cds-GBC44535.1"	1281.71163074915	14.3466288297026	1.23150289228321	11.6496915432362	2.30290870380606e-31	5.34989515087637e-29	0	0	0	510.551323622663	638.278134850853	850.773836706819	2475.83097310273	4879.00095844055	2180.96945001879
"88"	"cds-GBC41325.1"	464.881128596644	-3.7839086079653	0.325618993920664	-11.6206630405818	3.23614911630134e-31	7.432478385178e-29	873.464308866158	627.794208407405	1099.52969947442	518.99018847593	452.203831131621	424.010261659709	35.6827080380659	70.7403124038288	81.5146389126622
"89"	"cds-GBC31109.1"	335.885506502199	-5.22699046902518	0.44994860890957	-11.6168610492931	3.38339979893962e-31	7.68335880183918e-29	785.323819516937	537.429890530581	937.541373379011	259.073150995302	252.065771898727	187.225310343248	5.48964739047168	41.6119484728405	17.2086459926731
"90"	"cds-GBC29270.1"	586.086353767393	2.67073496564907	0.230240172634209	11.5997783318733	4.13146979808984e-31	9.27790400991041e-29	159.605750983725	164.87524665245	177.372692260894	459.074248017733	431.649111534729	687.640018503327	970.295176265869	1104.79723195391	1119.46770773389
"91"	"cds-GBC36635.1"	1073.12027325705	12.1332005546966	1.0500035199645	11.5553903620313	6.93317229977753e-31	1.53984994890993e-28	1.5881169252112	0	0	699.581896335847	825.434265917289	699.34160039978	2212.32789836009	3193.71704529051	2026.09163608473
"92"	"cds-GBC48352.1"	119.443038997006	6.39490141649723	0.554372925267823	11.5353783076758	8.75016525705073e-31	1.92227815228535e-28	1.5881169252112	4.75601673035912	1.80992543123361	83.5447620473448	129.81928166458	158.315519775541	203.116953447452	253.832885684327	238.203889267002
"93"	"cds-GBC15530.1"	135.944048053152	-3.77974518072356	0.330016346646301	-11.4532059370215	2.26606622387415e-30	4.92467359685165e-28	280.302637299776	238.593505973016	235.290306060369	154.431226814789	150.374001261472	111.509192189729	20.5861777142688	12.4835845418521	19.9258006230952
"94"	"cds-GBC15317.1"	254.088728605161	-7.16900088416343	0.626215739659795	-11.4481326963422	2.40265392030574e-30	5.16596153013823e-28	626.512126995817	489.07705377193	545.692517516934	260.760923965955	215.283642093762	133.535699288934	1.37241184761792	14.5641819654942	0
"95"	"cds-GBC25654.1"	1332.34818475081	14.2353453696074	1.24522946891409	11.4319053033827	2.89681887160184e-30	6.16290591725736e-28	0	0	0	658.231458554838	986.62654065081	1519.14066149834	2164.29348369346	4560.66955262332	2102.17196573655
"96"	"cds-GBC14616.1"	222.321146184644	-4.36017872450902	0.382392350899774	-11.4023690961638	4.06893331771929e-30	8.56637617546089e-28	469.288551399909	396.334727529927	476.915351130057	249.790399656708	209.874505357738	134.224027635785	9.60688293332544	24.9671690837043	29.8887009346428
"97"	"cds-GBC39470.1"	404.887071886191	9.97638164487109	0.875701601218596	11.3924442195701	4.56015501927845e-30	9.50157660769452e-28	0.794058462605598	0	1.80992543123361	267.512015848569	413.258046632247	457.050022308518	797.371283466011	740.692682816561	965.495612009977
"98"	"cds-GBC44938.1"	230.415198570337	-4.74992600931726	0.417748942643926	-11.3702885260584	5.87929225649664e-30	1.21251403873524e-27	448.643031372163	504.930442873127	464.245873111421	264.136469907262	239.083843732269	99.1192819464255	16.468942171415	20.8059742364202	16.3029277825324
"99"	"cds-GBC30689.1"	2014.5313462657	14.4880523354783	1.27599072448753	11.354355527386	7.05582552505641e-30	1.440457471585e-27	0	0	0	1361.18890083199	1773.11502206873	4482.39419468835	1914.514527427	5347.13537876	3252.43409261522
