"Gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"COL2215_Coinoculation_1"	"COL2215_Coinoculation_2"	"COL2215_Coinoculation_3"	"COL2215_DAOM197198_1"	"COL2215_DAOM197198_2"	"COL2215_DAOM197198_3"
"37"	"cds-GBC46720.1"	1462.36263602802	-2.54351641297436	0.312044331747691	-8.1511380089127	3.60515401565679e-16	1.84359781433087e-13	2160.14118421299	2607.6779939715	2724.23083072192	268.788279264664	407.203859727787	606.13366826928
"38"	"cds-GBC17491.1"	357.426419203446	-2.50450008418607	0.308880482857212	-8.10831445554248	5.13267656960905e-16	2.55566772035718e-13	581.30307553227	552.166746791493	692.802781967911	139.371700359455	64.3950289802082	114.519181589338
"39"	"cds-GBC19598.1"	146.635284094642	-8.4965381300547	1.07002557556785	-7.9405000441655	2.01367781764914e-15	9.76943538147162e-13	274.855258539714	178.345828799442	422.822674347505	0	3.78794288118872	0
"40"	"cds-GBC46151.1"	102.169048329419	-3.89228938363074	0.492665518165804	-7.90047048172106	2.77852637595683e-15	1.31431243898698e-12	184.816466949118	260.969320107658	130.918428057227	7.46634109068511	7.57588576237744	21.2678480094484
"41"	"cds-GBC30598.1"	105.047383937521	-9.84203174014266	1.2474452565313	-7.88975042280402	3.02791460352214e-15	1.39734566373762e-12	314.345956605765	161.216568406275	154.721778613087	0	0	0
"42"	"cds-GBC20057.1"	95.650828299644	-9.70533628179954	1.25548912236662	-7.73032287488467	1.07274153602921e-14	4.83270061981161e-12	271.69600269443	194.46748564007	107.741481463364	0	0	0
"43"	"cds-GBC19713.1"	165.817746925308	-2.53832139782272	0.330949620265922	-7.66981208735986	1.72248509543402e-14	7.57933499783887e-12	272.485816655751	327.471154575247	245.550353102551	46.0424367258915	68.1829718613969	35.1737486310108
"44"	"cds-GBC18645.1"	15102.5637785236	1.87199510395978	0.245163854355222	7.6356896447199	2.24614808581629e-14	9.65894725721135e-12	5677.18275397548	7315.20179143474	6450.70800063793	20459.018978659	30309.2249638315	20404.0461826031
"45"	"cds-GBC28793.1"	79.1241964503499	-3.07049323003037	0.408795611486839	-7.51107189938419	5.86451699530136e-14	2.46583391262438e-11	153.223908496278	117.889615647089	153.468970689094	9.95512145424681	18.9397144059436	21.2678480094484
"46"	"cds-GBC37251.1"	346.949697478023	-3.11208527970598	0.416175674550436	-7.47781638863861	7.5567675218629e-14	3.108295614808e-11	518.117958626588	849.409794790563	497.991149787061	29.8653643627404	94.698572029718	91.6153452714701
"47"	"cds-GBC33736.1"	1110.72065486181	2.5143223494221	0.336662036374266	7.46838692149697	8.11838363974456e-14	3.268253975481e-11	189.555350717044	405.056628120767	398.392919829649	1418.60480723017	1939.42675516862	2313.28746810462
"48"	"cds-GBC39335.1"	80.4042846181225	-9.45472445957988	1.26877478713723	-7.45185398971617	9.20375553317851e-14	3.6280053842348e-11	238.523816318948	161.216568406275	82.685322983512	0	0	0
"49"	"cds-GBC11425.1"	3521.18075546875	1.56113134099998	0.209637059774823	7.44682902286856	9.56103978830548e-14	3.69192722111282e-11	1543.29648042127	2085.73935375619	1718.85247171786	5218.97242238889	5638.35297864941	4921.87082587889
"50"	"cds-GBC27025.1"	46.3793301723823	-4.87164181388414	0.659389955418374	-7.3881043741304	1.48936816099036e-13	5.63606699481973e-11	105.045256855695	91.6919232810691	73.2892635535675	4.97756072712341	0	3.27197661683822
"51"	"cds-GBC44938.1"	101.4484361492	-3.54470170376282	0.480609119552827	-7.3754357950197	1.63808328867402e-13	6.07728900098061e-11	247.211769893479	222.680385111168	90.2021705274677	14.9326821813702	18.9397144059436	14.723894775772
"52"	"cds-GBC40486.1"	154.055699493212	-2.62920324839914	0.358466989261447	-7.33457564339778	2.22425113131551e-13	8.09327993377322e-11	365.683864091632	216.634763795932	211.72453915475	44.7980465441107	51.1372288960477	34.3557544768013
"53"	"cds-GBC35971.1"	595.783991247075	-2.44556828434407	0.33555187863888	-7.28819726554408	3.14129806170455e-13	1.12144340802852e-10	836.412985038959	1028.76322714254	1156.34171384518	104.528775269592	195.079058381219	253.578187804962
"54"	"cds-GBC15530.1"	72.3493072218314	-2.9646816472322	0.40760801483685	-7.27336445633644	3.50642613628625e-13	1.20627434408495e-10	144.535954921746	140.056893802952	101.477441843401	18.6658527267128	11.3638286435662	17.9958713926102
"55"	"cds-GBC17231.1"	59.5029112692982	-5.09399435216741	0.700124991836553	-7.27583561730164	3.44282614803331e-13	1.20627434408495e-10	138.217443231178	133.003668935177	74.5420714775601	7.46634109068511	3.78794288118872	0
"56"	"cds-GBC43465.1"	3976.05744058756	2.32272004910338	0.319617473797364	7.2671873083384	3.6704969744223e-13	1.24016916523293e-10	1361.63926931744	1187.96458844374	1423.1898016556	6173.4196918148	9672.51214711539	4037.61914517836
"57"	"cds-GBC14315.1"	51.2977302851765	-5.62228802078902	0.775878451346208	-7.24635155291906	4.2814795083727e-13	1.42122585575298e-10	128.739675695326	106.805976569157	65.1460120476155	2.4887803635617	3.78794288118872	0.817994154209554
"58"	"cds-GBC15318.1"	70.6710005129467	-6.78927416003097	0.937313465599782	-7.24333364365628	4.37788147025397e-13	1.42817060859785e-10	195.873862407613	136.026479592795	86.4437467554898	0	5.68191432178308	0
"59"	"cds-GBC21728.1"	109.107391553559	-3.11279642522946	0.432247945088195	-7.20141405089696	5.95912858049839e-13	1.91106223511204e-10	180.077583181192	164.239379063893	245.550353102551	17.4214625449319	11.3638286435662	35.9917427852204
"60"	"cds-GBC34090.1"	46.8472156740525	-5.53901167957376	0.769558986063399	-7.19764407912122	6.12618023871197e-13	1.93189093827782e-10	112.943396468906	95.7223374912259	66.3988199716081	2.4887803635617	1.89397144059436	1.63598830841911
"61"	"cds-GBC13587.1"	72.1225341775539	-4.76373786054345	0.663952022025956	-7.17482243070451	7.24010954036598e-13	2.24573955103713e-10	221.937723131206	128.97325472502	65.1460120476155	7.46634109068511	7.57588576237744	1.63598830841911
"62"	"cds-GBC18646.1"	1152.17199027413	1.70339447163576	0.23754651161123	7.17078293460082	7.45700596883842e-13	2.27570983768374e-10	489.684656019031	669.048758886042	466.04454772525	1645.08382031429	1992.45795550527	1650.71220319488
"63"	"cds-GBC11842.1"	123.671110264289	2.420181130742	0.339720797452686	7.12402993543269	1.04816262995978e-12	3.14798176531254e-10	37.1212561820879	46.3497634168041	34.4522179097967	233.9453541748	143.941829485171	246.216240417076
"64"	"cds-GBC32563.1"	53.860204373795	-8.87727012240961	1.25436597402429	-7.07709735933707	1.47205119103673e-12	4.35198134150092e-10	146.115582844388	98.7451481488436	78.3004952495379	0	0	0
"65"	"cds-GBC21439.1"	61.5740876147495	-5.50207489984518	0.779616763083668	-7.05740969201645	1.69634937115398e-12	4.93794253101606e-10	157.172978302883	142.07210090803	60.1347803516451	2.4887803635617	7.57588576237744	0
"66"	"cds-GBC14616.1"	101.640164996904	-3.2237414400873	0.457249506227128	-7.0502896037814	1.78545793466848e-12	5.11858326997914e-10	233.784932551021	195.475089192609	122.148772589279	8.71073127246596	22.7276572871323	26.9938070889153
"67"	"cds-GBC20421.1"	49.8887615883315	-4.9905308150796	0.708569082880192	-7.04311115973913	1.87994129582954e-12	5.30901033707325e-10	132.688745501931	106.805976569157	51.3651248836969	2.4887803635617	1.89397144059436	4.08997077104777
"68"	"cds-GBC47251.1"	553.236594003047	-1.48923227524172	0.212131958673416	-7.02031077521156	2.21375287675098e-12	6.15976737955959e-10	848.260194458774	720.436540065543	878.844758680813	288.698522173158	287.883658970343	295.295889669649
"69"	"cds-GBC31109.1"	117.670878333196	-3.54838418679999	0.506317852902917	-7.00821463524489	2.41378327321913e-12	6.6190135235622e-10	242.472886125553	234.771627741638	170.381877662994	4.97756072712341	37.8794288118872	15.5418889299815
"70"	"cds-GBC20058.1"	83.8969023792336	-7.70327315659053	1.10800093782327	-6.95240671160806	3.59106304415446e-12	9.70664340834951e-10	270.116374771788	143.079704460569	87.6965546794824	2.4887803635617	0	0
"71"	"cds-GBC37704.1"	41.7932681258951	-5.32538760168816	0.767102841512914	-6.94220815449621	3.86017851737402e-12	1.02871039052442e-09	101.09618704909	70.5322486777454	72.0364556295749	2.4887803635617	3.78794288118872	0.817994154209554
"72"	"cds-GBC43230.1"	71.6399054561595	-7.45091666809161	1.07493499417342	-6.93150442443365	4.16388429162429e-12	1.0942340928031e-09	191.924792601007	137.034083145334	97.092614109427	0	3.78794288118872	0
"73"	"cds-GBC49354.1"	65.6685934264635	-9.1600883185369	1.33626264669705	-6.85500589362328	7.13095793044465e-12	1.84828568495813e-09	71.8730704802127	267.014941422893	55.1235486556747	0	0	0
"74"	"cds-GBC17267.1"	111.674671456681	-2.04041282573112	0.298860943429033	-6.82729834925933	8.65286263620685e-12	2.21244343161716e-09	178.49795525855	171.292603931667	189.173996522884	39.8204858169872	45.4553145742646	45.807672635735
"75"	"cds-GBC23272.1"	66.8076669549693	-7.37987464547127	1.08400068500104	-6.80799813836295	9.89661448430979e-12	2.49671790210167e-09	191.134978639686	95.7223374912259	111.499905235342	2.4887803635617	0	0
"76"	"cds-GBC35451.1"	62.4348628929959	-7.25564753746747	1.06817258442627	-6.79257981645779	1.10145839209801e-11	2.74219661011664e-09	158.752606225525	111.843994331853	100.224633919409	0	3.78794288118872	0
"77"	"cds-GBC10919.1"	47.0680345782709	-3.95860932530195	0.583997128105721	-6.77847395952489	1.21451861235356e-11	2.98440346290153e-09	118.472094198153	83.6310948607553	62.6403961996303	8.71073127246596	5.68191432178308	3.27197661683822
"78"	"cds-GBC40355.1"	47.7186015369144	-8.70067274619689	1.28526097740837	-6.76957668452763	1.29159740962926e-11	3.1331172548199e-09	131.89893154061	106.805976569157	47.606701111719	0	0	0
"79"	"cds-GBC36635.1"	1467.17329453677	1.7100830643474	0.252954744476723	6.76043087424583	1.37581960561724e-11	3.29517503264351e-09	654.755773935124	768.801510587425	636.426425388244	2005.95697303073	2907.24616131234	1829.85292296677
"80"	"cds-GBC45194.1"	119.512676913649	3.05622641547719	0.453246226546448	6.74297156043504	1.55179593064938e-11	3.67019135047711e-09	18.9555350717044	45.3421598642649	13.7808871639187	175.4590156311	280.307773207965	183.23069054294
"81"	"cds-GBC47914.1"	150.228347443443	-2.15739577466908	0.320145327736825	-6.73880137473868	1.59698531740227e-11	3.730439406243e-09	230.625676705737	224.695592216246	280.002571012348	37.3317054534255	68.1829718613969	60.531567411507
"82"	"cds-GBC50394.1"	49.0598645402434	-3.50821955661985	0.523320510171226	-6.70376850980289	2.03111944163427e-11	4.68668426282463e-09	82.9304659387069	68.517041572667	118.390348817301	4.97756072712341	11.3638286435662	8.17994154209554
"83"	"cds-GBC40356.1"	50.0890184047007	-5.51791261600374	0.824853107743014	-6.68957001459569	2.23827278736251e-11	5.10245294092603e-09	138.217443231178	104.790769464079	52.6179328076895	0	0	4.90796492525732
"84"	"cds-GBC47118.1"	39.9664645137887	-8.44968887338735	1.26757811001065	-6.66601040729268	2.6285062820388e-11	5.92071040029239e-09	108.20451270098	56.4257989421963	75.1684754395564	0	0	0
"85"	"cds-GBC14211.1"	37.2997629649908	3.99878496558593	0.602726680097063	6.63449138329494	3.25623370530849e-11	7.10803449238136e-09	3.15925584528407	8.06082842031376	2.50561584798521	53.5087778165766	98.4865149109067	58.0775849488783
"86"	"cds-GBC18297.1"	103.677216805068	-2.89735690989557	0.43674127202953	-6.6340350579454	3.26632195717427e-11	7.10803449238136e-09	250.371025738763	195.475089192609	103.983057691386	27.3765839991787	17.0457429653492	27.8118012431248
"87"	"cds-GBC20665.1"	100.244924168415	-2.27620019815543	0.343114129839843	-6.63394480203396	3.26832091769557e-11	7.10803449238136e-09	184.026652987797	173.307811036746	142.193699373161	26.1321938173979	34.0914859306985	41.7177018646873
"88"	"cds-GBC17172.1"	933.12644543214	2.05253299786746	0.309793683583901	6.62548369005585	3.46112950192662e-11	7.4418217393129e-09	290.651537766135	541.083107713561	257.452028380481	1498.24577886415	1545.480695525	1465.84552434352
"89"	"cds-GBC44641.1"	36.5979430015588	-8.3169616533201	1.26688495357496	-6.56489101859714	5.20709311805333e-11	1.10700459423244e-08	80.5610240547439	87.6615090709122	51.3651248836969	0	0	0
"90"	"cds-GBC12875.1"	195.630788757568	-1.71553664376727	0.262345944332336	-6.53921541700697	6.18423962180756e-11	1.30013330982468e-08	310.39688679916	315.379911944776	276.24414724037	94.5736538153447	75.7588576237744	101.431275121985
"91"	"cds-GBC29074.1"	83.3471694028116	-2.37836323371344	0.364800139946804	-6.51963355622687	7.04793605086596e-11	1.46542854965313e-08	161.911862070809	141.064497355491	115.25832900732	22.3990232720553	34.0914859306985	25.3578187804962
"92"	"cds-GBC14714.1"	34.705308291385	-8.24150791083205	1.26710585285492	-6.50419843950928	7.81087337866373e-11	1.60640799127931e-08	82.9304659387069	74.5626628879023	50.7387209217006	0	0	0
"93"	"cds-GBC14825.1"	36.2794317547835	-3.82758801339114	0.590247086474138	-6.4847215701739	8.8895795761224e-11	1.80859930279368e-08	75.8221402868178	65.4942309150493	61.3875882756377	2.4887803635617	7.57588576237744	4.90796492525732
"94"	"cds-GBC30808.1"	259.370023443351	2.19298793103223	0.339310781376226	6.46306587175801	1.02602600846753e-10	2.06525937300151e-08	78.1915821707808	83.6310948607553	116.511136931312	267.543889082883	547.35774633177	462.984691282608
"95"	"cds-GBC45548.1"	332.167799608481	1.73694934840975	0.269179492943546	6.45275510929815	1.09834770498239e-10	2.18756178168124e-08	182.447025065155	159.201361301197	119.643156741294	522.643876347958	429.93151701492	579.139861180364
"96"	"cds-GBC25233.1"	52.896193189073	-4.77564777688693	0.741779636301558	-6.43809501255367	1.20982264351043e-10	2.38448481644383e-08	133.478559463252	101.767958806461	68.278031857597	2.4887803635617	11.3638286435662	0
"97"	"cds-GBC48710.1"	32.0954109463555	-8.1295182663705	1.26446432670695	-6.42921915206755	1.28261097945177e-10	2.50188477754712e-08	73.4526984028547	66.5018344675885	52.6179328076895	0	0	0
"98"	"cds-GBC23463.1"	3666.59826378876	2.13027074547106	0.332809514450396	6.40087092759051	1.54493136846982e-10	2.98282106355281e-08	1675.9852259232	1138.59201436932	1274.73206266248	4820.76756421902	9043.71362883807	4045.79908672045
"99"	"cds-GBC44535.1"	1750.42194651464	2.2274835235887	0.348151175856056	6.398035330806	1.57388875175182e-10	3.00803525978749e-08	477.837446599216	594.48609599814	774.235297027431	2244.87988793266	4441.36302819377	1969.72992333661
"100"	"cds-GBC19381.1"	85.2260606964635	-2.92083996046991	0.457317694174735	-6.38689470727956	1.69288112645493e-10	3.20310037936537e-08	199.822932214218	141.064497355491	112.126309197338	9.95512145424681	18.9397144059436	29.447789551544
"101"	"cds-GBC35843.1"	53.8875805240086	-7.01997092003497	1.09991346696001	-6.38229381756468	1.74454828774285e-10	3.26817803488936e-08	144.535954921746	114.866804989471	60.1347803516451	0	3.78794288118872	0
"102"	"cds-GBC12444.1"	87.9974217030336	-2.32761454419079	0.365872862269828	-6.3618124879516	1.99386766149603e-10	3.65067138011903e-08	150.064652650994	130.988461830099	160.359414271054	39.8204858169872	18.9397144059436	27.8118012431248
"103"	"cds-GBC33614.1"	58.8481681947692	-3.3379249555363	0.524733753182512	-6.36117828382828	2.00211890610863e-10	3.65067138011903e-08	104.255442894374	135.018876040256	84.5645348695009	7.46634109068511	3.78794288118872	17.9958713926102
"104"	"cds-GBC39502.1"	162.251829493995	-3.32045654419456	0.522015867491727	-6.36083450901458	2.00660548349653e-10	3.65067138011903e-08	236.154374434985	432.261924039325	219.867790660702	17.4214625449319	11.3638286435662	56.4415966404592
"105"	"cds-GBC38806.1"	47.4518451797558	-3.15570880860503	0.496363289044205	-6.35765955754233	2.04850846891092e-10	3.69141226097748e-08	97.9369312038063	86.653905518373	73.2892635535675	9.95512145424681	3.78794288118872	13.0879064673529
"106"	"cds-GBC41323.1"	31.9183541739725	-8.12047326803251	1.27828846405681	-6.35261405884957	2.11686355195682e-10	3.77860144024292e-08	79.7712100934229	68.517041572667	43.2218733777449	0	0	0
"107"	"cds-GBC43043.1"	142.166976734841	-2.45469298784604	0.386750911712347	-6.34696108918746	2.19609646842894e-10	3.88339638122841e-08	235.364560473664	246.862870372109	243.044737254566	39.8204858169872	20.8336858465379	67.0755206451834
"108"	"cds-GBC22795.1"	66.0130051250788	-2.83288061929151	0.448439782776247	-6.31719291663515	2.66357003144482e-10	4.66642671897846e-08	104.255442894374	129.980858277559	111.499905235342	7.46634109068511	26.515600168321	16.3598830841911
"109"	"cds-GBC28533.1"	75.5094126800816	-4.13401718357526	0.655841300125042	-6.30338037995942	2.91222990483247e-10	5.05525706691149e-08	117.682280236832	209.581538928158	98.3454220334196	4.97756072712341	20.8336858465379	1.63598830841911
"110"	"cds-GBC15102.1"	43.4797237550552	-4.6163685503796	0.73255519613728	-6.30173476991418	2.94332528055216e-10	5.06278705757522e-08	53.7073493698293	54.4105918371179	142.820103335157	1.24439018178085	3.78794288118872	4.90796492525732
"111"	"cds-GBC34176.1"	133.397819300094	-2.80782350881038	0.447814989881506	-6.27005252672168	3.60926329639252e-10	6.15233070549935e-08	262.218235158578	182.376243009599	259.331240266469	31.1097545445213	11.3638286435662	53.9876141778306
"112"	"cds-GBC13978.1"	36.5730171326023	-5.41068775884183	0.864318620655415	-6.2600615439002	3.8482557086486e-10	6.3315518489861e-08	91.6184195132381	74.5626628879023	46.9802971497227	2.4887803635617	3.78794288118872	0
"113"	"cds-GBC14244.1"	50.2560883128501	-2.98556222744489	0.476879744103725	-6.26061866615057	3.83453151311034e-10	6.3315518489861e-08	103.465628933053	66.5018344675885	97.092614109427	14.9326821813702	11.3638286435662	8.17994154209554
"114"	"cds-GBC45461.1"	118.701259014219	2.78958776561769	0.44544411216203	6.2624865599368	3.78886542137727e-10	6.3315518489861e-08	15.7962792264204	50.380177626961	25.0561584798521	176.703405812881	162.881543891115	281.389989048087
"115"	"cds-GBC52497.1"	72.7472741932148	-3.53398406202612	0.56436611558341	-6.26186435444106	3.80401775574271e-10	6.3315518489861e-08	153.223908496278	150.132929328344	101.477441843401	11.1995116360277	0	20.4498538552389
"116"	"cds-GBC15922.1"	51.4278059659409	-6.9467358150223	1.11082898038476	-6.25365014569223	4.00968702392442e-10	6.37645945472501e-08	158.752606225525	84.6386984132945	61.3875882756377	0	3.78794288118872	0
"117"	"cds-GBC28006.1"	545.372807839142	1.81251482150681	0.289779451202622	6.25480797200987	3.98005322607615e-10	6.37645945472501e-08	227.466420860453	321.425533260011	177.272321244954	713.035574160428	996.228977752633	836.808019756374
"118"	"cds-GBC45189.1"	30.9066006337337	-8.08064752343996	1.29209604395126	-6.25390624889553	4.00311373678429e-10	6.37645945472501e-08	82.1406519773859	36.2737278914119	67.0252239336044	0	0	0
